gameid,tournament,gametype,team,teamid,result,age,diff_value_1,diff_value_2,past_result
2384348,WM14,Gruppe C,Kolumbien,3816,2,26.956521739130434,4920221.445221445,0.28769401141494166,
2384348,WM14,Gruppe C,Elfenbeinküste,3591,1,27.5,-4920221.445221445,-0.4038910468609478,
2384333,WM14,Gruppe C,Elfenbeinküste,3591,2,27.391304347826086,2894841.2698412687,0.24147633234028465,1.9
2384333,WM14,Gruppe C,Japan,3435,1,26.869565217391305,-2894841.2698412687,-0.31835042548548964,0.0475
2384332,WM14,Gruppe C,Kolumbien,3816,3,26.956521739130434,11179230.76923077,0.6155703333474523,
2384332,WM14,Gruppe C,Griechenland,3378,0,28.043478260869566,-11179230.76923077,-1.601256059938299,
2384319,WM14,Gruppe D,Costa Rica,8497,0,26.956521739130434,-25583750.0,-8.481972648155823,
2384319,WM14,Gruppe D,England,3299,0,26.130434782608695,25583750.0,0.8945367132867132,
2384318,WM14,Gruppe D,Italien,3376,0,27.272727272727273,6065598.290598288,0.22003379530586298,4.752375
2384318,WM14,Gruppe D,Uruguay,3449,1,27.90909090909091,-6065598.290598288,-0.2821068322981366,3.849875
2384351,WM14,Gruppe D,Italien,3376,0,27.391304347826086,25082234.848484848,0.892654354273389,
2384351,WM14,Gruppe D,Costa Rica,8497,1,26.956521739130434,-25082234.848484848,-8.315701566012383,
2384350,WM14,Gruppe D,Uruguay,3449,2,27.80952380952381,-7992361.111111112,-0.3764186426819298,0.95
2384350,WM14,Gruppe D,England,3299,1,26.363636363636363,7992361.111111112,0.27347685581218517,1.9
2384335,WM14,Gruppe D,England,3299,1,26.318181818181817,147727.2727272734,0.005054825414106845,1.997375
2384335,WM14,Gruppe D,Italien,3376,2,27.285714285714285,-147727.2727272734,-0.005080506487415981,1.1448687499999999
2384334,WM14,Gruppe D,Uruguay,3449,1,28.08695652173913,18143472.222222224,0.8574532326878898,1.00236875
2384334,WM14,Gruppe D,Costa Rica,8497,3,26.956521739130434,-18143472.222222224,-6.015241515863149,0.9524937499999999
2384321,WM14,Gruppe E,Ecuador,5750,0,27.26086956521739,-28581327.700077698,-5.264220541263831,0.0
2384321,WM14,Gruppe E,Frankreich,3377,0,26.318181818181817,28581327.700077698,0.8403632194280557,1.9
2384320,WM14,Gruppe E,Honduras,3590,0,28.08695652173913,-13638888.888888888,-7.7444794952681395,0.0
2384320,WM14,Gruppe E,Schweiz,3384,3,25.608695652173914,13638888.888888888,0.8856421356421357,0.0
2384353,WM14,Gruppe E,Honduras,3590,1,28.045454545454547,-3484772.7272727266,-1.9950988896599582,1.9097374999999999
2384353,WM14,Gruppe E,Ecuador,5750,2,27.26086956521739,3484772.7272727266,0.6661212077329665,2.0069996875
2384352,WM14,Gruppe E,Schweiz,3384,2,25.608695652173914,-19077380.952380948,-1.2235937897683886,0.04761875
2384352,WM14,Gruppe E,Frankreich,3377,5,26.391304347826086,19077380.952380948,0.5502775711097121,0.047868125000000004
2384336,WM14,Gruppe E,Schweiz,3384,2,25.608695652173914,10552423.687423687,0.6768161794937055,
2384336,WM14,Gruppe E,Ecuador,5750,1,27.26086956521739,-10552423.687423687,-2.0942143032823135,
2384337,WM14,Gruppe E,Frankreich,3377,3,26.391304347826086,32907539.68253968,0.9492016253648486,
2384337,WM14,Gruppe E,Honduras,3590,0,28.08695652173913,-32907539.68253968,-18.685669220369537,
2384323,WM14,Gruppe F,Bosnien-Herzegowina,3446,3,26.652173913043477,7635040.792540792,0.779296643816265,1.9949999999999999
2384323,WM14,Gruppe F,Iran,3582,1,27.956521739130434,-7635040.792540792,-3.53096870519496,3.0874999999999995
2384322,WM14,Gruppe F,Nigeria,3444,2,25.136363636363637,-27301515.15151515,-3.581594116477837,1.14
2384322,WM14,Gruppe F,Argentinien,3437,3,28.565217391304348,27301515.15151515,0.7817353579175705,2.8999937499999997
2384355,WM14,Gruppe F,Nigeria,3444,1,25.136363636363637,-4794196.428571429,-0.6186059907834103,
2384355,WM14,Gruppe F,Bosnien-Herzegowina,3446,0,26.652173913043477,4794196.428571429,0.382184419374355,
2384354,WM14,Gruppe F,Argentinien,3437,1,28.52173913043478,32710909.09090909,0.9366247288503253,
2384354,WM14,Gruppe F,Iran,3582,0,27.956521739130434,-32710909.09090909,-14.779025191675792,
2384338,WM14,Gruppe F,Argentinien,3437,2,28.52173913043478,21957090.132090133,0.6617960720255502,1.9
2384338,WM14,Gruppe F,Bosnien-Herzegowina,3446,1,26.454545454545453,-21957090.132090133,-1.9567959366679708,0.0
2384339,WM14,Gruppe F,Iran,3582,0,27.956521739130434,-5197601.010101009,-2.3595666628453507,
2384339,WM14,Gruppe F,Nigeria,3444,0,25.08695652173913,5197601.010101009,0.7023425636825851,
2384325,WM14,Gruppe G,Portugal,3300,2,28.444444444444443,18268376.068376068,0.6643045843045843,
2384325,WM14,Gruppe G,Ghana,3441,1,24.954545454545453,-18268376.068376068,-1.9788908434404222,
2384324,WM14,Gruppe G,USA,3505,0,27.347826086956523,-42658828.671328664,-8.449194064994199,3.847749375
2384324,WM14,Gruppe G,Deutschland,3262,1,25.73913043478261,42658828.671328664,0.8941708686347513,3.0428499999999996
2384357,WM14,Gruppe G,USA,3505,2,27.5,-20331196.581196584,-4.219137992195815,2.8499999999999996
2384357,WM14,Gruppe G,Portugal,3300,2,28.05,20331196.581196584,0.8083974783775977,1.9
2384356,WM14,Gruppe G,Deutschland,3262,2,25.73913043478261,37147163.947163954,0.8009515911508724,0.95
2384356,WM14,Gruppe G,Ghana,3441,2,24.954545454545453,-37147163.947163954,-4.023903510617704,0.0
2384341,WM14,Gruppe G,Ghana,3441,1,24.91304347826087,3809267.3992673988,0.42915566193463184,1.9949999999999999
2384341,WM14,Gruppe G,USA,3505,2,27.347826086956523,-3809267.3992673988,-0.7517910458551114,0.9974999999999999
2384340,WM14,Gruppe G,Deutschland,3262,4,25.73913043478261,21719463.86946387,0.452633905583569,1.0996249999999999
2384340,WM14,Gruppe G,Portugal,3300,0,28.17391304347826,-21719463.86946387,-0.8269308424485811,0.09773124999999999
2384326,WM14,Gruppe H,Südkorea,3589,0,25.695652173913043,-24078769.841269843,-4.784804636675473,
2384326,WM14,Gruppe H,Belgien,3382,1,25.285714285714285,24078769.841269843,0.8271333151581244,
2384327,WM14,Gruppe H,Algerien,3614,1,26.217391304347824,-10595683.76068376,-1.9892250543561105,
2384327,WM14,Gruppe H,Russland,3448,1,27.08695652173913,10595683.76068376,0.6654651350045627,
2384358,WM14,Gruppe H,Belgien,3382,1,25.52173913043478,14528100.233100232,0.47870924382656777,2.0425
2384358,WM14,Gruppe H,Russland,3448,0,27.08695652173913,-14528100.233100232,-0.9183152360892861,0.095
2384359,WM14,Gruppe H,Südkorea,3589,2,25.695652173913043,-294197.1916971924,-0.05846129583069226,
2384359,WM14,Gruppe H,Algerien,3614,4,26.217391304347824,294197.1916971924,0.055232341570705445,
2384343,WM14,Gruppe H,Russland,3448,1,27.043478260869566,10788043.345543347,0.6819077796030608,1.9
2384343,WM14,Gruppe H,Südkorea,3589,1,25.695652173913043,-10788043.345543347,-2.1437423988305198,0.95
2384342,WM14,Gruppe H,Belgien,3382,2,25.52173913043478,25340005.827505827,0.833131198172928,2.8499999999999996
2384342,WM14,Gruppe H,Algerien,3614,1,26.17391304347826,-25340005.827505827,-4.992731948997342,0.95
2530698,AM15,Finale,Südkorea,3589,1,25.904761904761905,1550743.006993007,0.3731974377583541,0.9525118593749999
2530698,AM15,Finale,Australien,3433,2,26.545454545454547,-1550743.006993007,-0.5953987112364076,0.0048746875000000005
2530699,AM15,Spiel um Platz Drei,Irak,3560,2,22.782608695652176,202800.1165501165,0.3570472208684946,0.95
2530699,AM15,Spiel um Platz Drei,Vereinigte-Arabische-Emirate,5147,3,25.26086956521739,-202800.1165501165,-0.555324173807586,0.0
2529903,AM15,Halbfinale,Australien,3433,2,26.545454545454547,2229347.041847042,0.8559447630128258,0.0
2529903,AM15,Halbfinale,Vereinigte-Arabische-Emirate,5147,0,25.26086956521739,-2229347.041847042,-5.941781645113215,0.0
2529902,AM15,Halbfinale,Südkorea,3589,2,25.904761904761905,3711964.2857142854,0.8686585875470121,2.8499999999999996
2529902,AM15,Halbfinale,Irak,3560,0,22.772727272727273,-3711964.2857142854,-6.613744829780464,3.8
2528974,AM15,Viertelfinale,Iran,3582,9,26.47826086956522,1456004.2735042735,0.7054664043896883,1.045
2528974,AM15,Viertelfinale,Irak,3560,10,22.695652173913043,-1456004.2735042735,-2.395198425252206,0.0475
2528975,AM15,Viertelfinale,Japan,3435,5,26.695652173913043,6514807.692307692,0.9472904199988815,1.0046249999999999
2528975,AM15,Viertelfinale,Vereinigte-Arabische-Emirate,5147,6,25.09090909090909,-6514807.692307692,-17.97188328912467,0.04999375
2528972,AM15,Viertelfinale,Südkorea,3589,2,25.857142857142858,2644994.5887445887,0.618970735351847,1.05486278125
2528972,AM15,Viertelfinale,Usbekistan,3563,0,26.695652173913043,-2644994.5887445887,-1.6244703301816248,0.099993734375
2528973,AM15,Viertelfinale,China,5598,0,25.347826086956523,-1538484.8484848482,-1.5537872991583779,3.8474999999999997
2528973,AM15,Viertelfinale,Australien,3433,2,26.571428571428573,1538484.8484848482,0.6084247108874108,2.8499999999999996
2450325,AM15,Gruppe A,Oman,14165,1,26.0,48192.64069264068,0.14295345104333868,
2450325,AM15,Gruppe A,Kuwait,3432,0,26.26086956521739,-48192.64069264068,-0.16679776753942388,
2450324,AM15,Gruppe A,Australien,3433,0,26.38095238095238,-2312408.7024087026,-1.0461236161421232,0.09749375
2450324,AM15,Gruppe A,Südkorea,3589,1,25.818181818181817,2312408.7024087026,0.5112709749739088,0.0502371875
2450317,AM15,Gruppe A,Kuwait,3432,0,26.26086956521739,-2476805.5555555555,-8.784729064039409,0.0475
2450317,AM15,Gruppe A,Südkorea,3589,1,25.77777777777778,2476805.5555555555,0.8977999295171928,1.95726125
2450318,AM15,Gruppe A,Oman,14165,0,26.0,-1858073.593073593,-5.272911547911548,1.9023809374999998
2450318,AM15,Gruppe A,Australien,3433,4,26.38095238095238,1858073.593073593,0.8405843933296123,1.9003621874999999
2450311,AM15,Gruppe A,Südkorea,3589,1,25.782608695652176,4211589.105339106,0.9280115896869274,
2450311,AM15,Gruppe A,Oman,14165,0,26.0,-4211589.105339106,-12.891124913733613,
2450310,AM15,Gruppe A,Australien,3433,4,26.434782608695652,2109022.4358974355,0.8735794700228346,
2450310,AM15,Gruppe A,Kuwait,3432,1,26.59090909090909,-2109022.4358974355,-6.910107639800471,
2450327,AM15,Gruppe B,China,5598,2,25.363636363636363,582083.3333333333,0.5779892428630533,2.945
2450327,AM15,Gruppe B,Nordkorea,15457,1,24.6,-582083.3333333333,-1.369607843137255,0.95
2450326,AM15,Gruppe B,Usbekistan,3563,3,26.652173913043477,830912.0046620045,0.5103193421676613,0.14488123437499997
2450326,AM15,Gruppe B,Saudi-Arabien,3807,1,25.608695652173914,-830912.0046620045,-1.042147232089345,3.8051121875
2450319,AM15,Gruppe B,Nordkorea,15457,1,24.476190476190474,-383846.1538461539,-0.9031674208144798,0.0475
2450319,AM15,Gruppe B,Saudi-Arabien,3807,4,25.608695652173914,383846.1538461539,0.47456015216357583,0.0
2450320,AM15,Gruppe B,China,5598,2,25.347826086956523,-700824.1758241758,-0.6933949442783365,1.045
2450320,AM15,Gruppe B,Usbekistan,3563,1,26.347826086956523,700824.1758241758,0.40947030497592296,2.002125
2450312,AM15,Gruppe B,Usbekistan,3563,1,26.40909090909091,1209583.3333333335,0.6953293413173653,0.9974999999999999
2450312,AM15,Gruppe B,Nordkorea,15457,0,24.476190476190474,-1209583.3333333335,-2.282232704402516,0.0
2450313,AM15,Gruppe B,Saudi-Arabien,3807,0,25.318181818181817,-142353.4798534799,-0.1707022456487126,0.09975
2450313,AM15,Gruppe B,China,5598,1,25.363636363636363,142353.4798534799,0.14581183753869242,0.0475
2450329,AM15,Gruppe C,Katar,14162,1,24.857142857142858,-243846.15384615387,-0.8992907801418442,3.1171875000000006e-07
2450329,AM15,Gruppe C,Bahrain,7214,2,26.047619047619047,243846.15384615387,0.4734876773711726,0.04750624921875
2450328,AM15,Gruppe C,Iran,3582,1,26.434782608695652,1712788.4615384615,0.8249432686518778,2.8999937499999997
2450328,AM15,Gruppe C,Vereinigte-Arabische-Emirate,5147,0,25.26086956521739,-1712788.4615384615,-4.712433862433862,0.0023750000000000004
2450321,AM15,Gruppe C,Bahrain,7214,1,26.304347826086957,148065.47619047615,0.2829652099725092,
2450321,AM15,Gruppe C,Vereinigte-Arabische-Emirate,5147,2,25.26086956521739,-148065.47619047615,-0.39463246959280784,
2450322,AM15,Gruppe C,Katar,14162,0,24.73913043478261,-1638846.1538461538,-4.012241054613935,0.004869358593750001
2450322,AM15,Gruppe C,Iran,3582,1,26.434782608695652,1638846.1538461538,0.8004884463648319,0.9548696851562499
2450315,AM15,Gruppe C,Vereinigte-Arabische-Emirate,5147,4,25.304347826086957,-26752.13675213675,-0.06801390699695786,1.9
2450315,AM15,Gruppe C,Katar,14162,1,24.59090909090909,26752.13675213675,0.06368260427263484,0.95
2450314,AM15,Gruppe C,Iran,3582,2,26.434782608695652,1523263.888888889,0.7380551816958277,1.24224498203125
2450314,AM15,Gruppe C,Bahrain,7214,0,26.304347826086957,-1523263.888888889,-2.8175979447655752,0.9500005944921874
2492811,AM15,Gruppe D,Irak,3560,2,22.5,391654.4566544567,0.6307442729328483,3.0021187499999997
2492811,AM15,Gruppe D,Palästina,17758,0,26.42105263157895,-391654.4566544567,-1.7081502782437363,0.0024937500000000003
2450330,AM15,Gruppe D,Japan,3435,2,26.695652173913043,6605590.52059052,0.9604907641370927,1.23785
2450330,AM15,Gruppe D,Jordanien,15737,0,24.782608695652176,-6605590.52059052,-24.31053760366028,1.90273125
2492812,AM15,Gruppe D,Palästina,17758,1,26.9,-13214.28571428571,-0.05763239875389403,0.9974999999999999
2492812,AM15,Gruppe D,Jordanien,15737,5,24.428571428571427,13214.28571428571,0.05449189985272462,4.0375
2450323,AM15,Gruppe D,Irak,3560,0,22.652173913043477,-6227875.874125874,-9.58973012988761,0.0
2450323,AM15,Gruppe D,Japan,3435,1,26.652173913043477,6227875.874125874,0.9055688872393755,1.0022499999999999
2485599,AM15,Gruppe D,Japan,3435,4,26.652173913043477,6626658.341658342,0.9635541462061231,
2485599,AM15,Gruppe D,Palästina,17758,0,27.09090909090909,-6626658.341658342,-26.43796333200478,
2450316,AM15,Gruppe D,Jordanien,15737,0,24.782608695652176,-338187.64568764565,-1.2539541918755401,0.0501125
2450316,AM15,Gruppe D,Irak,3560,1,22.608695652173914,338187.64568764565,0.5563352602264339,1.0046249999999999
53491,WM06,Finale,Italien,3376,6,28.304347826086957,7721565.934065934,0.23238883468655436,1.0972499999999998
53491,WM06,Finale,Frankreich,3377,4,28.772727272727273,-7721565.934065934,-0.3027429057674804,2.09486875
53490,WM06,Spiel um Platz Drei,Deutschland,3262,3,26.57894736842105,-6928977.272727273,-0.5694074800392213,0.0477375
53490,WM06,Spiel um Platz Drei,Portugal,3300,1,28.047619047619047,6928977.272727273,0.3628168511245984,2.8976187499999995
53489,WM06,Halbfinale,Portugal,3300,0,27.90909090909091,-5185028.860028863,-0.2615099379198418,0.0477375
53489,WM06,Halbfinale,Frankreich,3377,1,28.695652173913043,5185028.860028863,0.20729915005747546,3.90010625
53488,WM06,Halbfinale,Deutschland,3262,0,26.318181818181817,-17406468.531468533,-1.1002508481318998,0.950249375
53488,WM06,Halbfinale,Italien,3376,2,28.26086956521739,17406468.531468533,0.5238663986782982,3.847506234375
53485,WM06,Viertelfinale,England,3299,1,25.304347826086957,11054545.45454545,0.3582573255913871,6.700130609374999
53485,WM06,Viertelfinale,Portugal,3300,3,27.91304347826087,-11054545.45454545,-0.5582569772557717,7.650231546874999
53487,WM06,Viertelfinale,Frankreich,3377,1,28.5,-8751373.626373626,-0.35333592146858184,0.10212500000000001
53487,WM06,Viertelfinale,Brasilien,3439,0,28.391304347826086,8751373.626373626,0.261085156954348,0.0477375
53484,WM06,Viertelfinale,Deutschland,3262,5,26.434782608695652,-4141958.0419580415,-0.25603561933991825,1.9951187499999998
53484,WM06,Viertelfinale,Argentinien,3437,3,26.217391304347824,4141958.0419580415,0.20384423450862976,1.9976124999999998
53486,WM06,Viertelfinale,Italien,3376,3,28.38095238095238,23892803.030303027,0.7045190546396819,0.14725
53486,WM06,Viertelfinale,Ukraine,3699,0,26.38095238095238,-23892803.030303027,-2.3843129843129844,0.0475
53480,WM06,Achtelfinale,Brasilien,3439,3,28.391304347826086,28310256.41025641,0.8445974373685217,
53480,WM06,Achtelfinale,Ghana,3441,0,24.708333333333332,-28310256.41025641,-5.43490031996062,
53482,WM06,Achtelfinale,Spanien,3375,1,24.894736842105264,6868253.968253966,0.21543708535082584,1.9476246874999998
53482,WM06,Achtelfinale,Frankreich,3377,3,28.652173913043477,-6868253.968253966,-0.27459504053560946,1.0475056249999999
53481,WM06,Achtelfinale,Italien,3376,1,28.476190476190474,25247727.272727273,0.8099300087489064,
53481,WM06,Achtelfinale,Australien,3433,0,27.916666666666668,-25247727.272727273,-4.261219792865362,
53483,WM06,Achtelfinale,Schweiz,3384,0,26.857142857142858,-4720833.333333334,-0.7262820512820514,
53483,WM06,Achtelfinale,Ukraine,3699,3,27.642857142857142,4720833.333333334,0.4207203861864093,
53477,WM06,Achtelfinale,England,3299,1,25.304347826086957,28949900.93240093,0.938212622746326,
53477,WM06,Achtelfinale,Ecuador,5750,0,26.52173913043478,-28949900.93240093,-15.184535490063027,
53479,WM06,Achtelfinale,Portugal,3300,1,27.91304347826087,364989.1774891801,0.018432033754259725,1.9524878265624999
53479,WM06,Achtelfinale,Niederlande,3379,0,26.47826086956522,-364989.1774891801,-0.018778153309910728,1.0022500007421875
53476,WM06,Achtelfinale,Deutschland,3262,2,26.434782608695652,5970526.695526695,0.3690688038819536,2.8499999999999996
53476,WM06,Achtelfinale,Schweden,3557,0,27.52173913043478,-5970526.695526695,-0.5849588768993146,1.9
53478,WM06,Achtelfinale,Argentinien,3437,2,26.217391304347824,15846212.121212121,0.7928211348216655,6.6975
53478,WM06,Achtelfinale,Mexiko,6303,1,27.454545454545453,-15846212.121212121,-3.826747164288328,5.749874999999999
49333,WM06,Gruppe A,Costa Rica,8497,1,27.304347826086957,-4571172.161172161,-3.0742871220052965,
49333,WM06,Gruppe A,Polen,3442,2,26.73913043478261,4571172.161172161,0.7545582895719395,
49332,WM06,Gruppe A,Ecuador,5750,0,26.52173913043478,-14270734.265734265,-7.485154143818658,
49332,WM06,Gruppe A,Deutschland,3262,3,26.434782608695652,14270734.265734265,0.88214710268658,
49317,WM06,Gruppe A,Ecuador,5750,3,26.47826086956522,214371.18437118432,0.12630072045435736,1.9
49317,WM06,Gruppe A,Costa Rica,8497,0,27.304347826086957,-214371.18437118432,-0.1445585722813445,0.95
49316,WM06,Gruppe A,Deutschland,3262,1,26.391304347826086,10119195.804195803,0.6255192685931658,1.9
49316,WM06,Gruppe A,Polen,3442,0,26.73913043478261,-10119195.804195803,-1.6703643635901906,0.0
25767,WM06,Gruppe A,Deutschland,3262,4,26.391304347826086,14721888.11188811,0.9100352302937299,
25767,WM06,Gruppe A,Costa Rica,8497,2,27.304347826086957,-14721888.11188811,-10.115462233326925,
31198,WM06,Gruppe A,Polen,3442,0,26.73913043478261,4360769.230769231,0.719827312551584,2.8499999999999996
31198,WM06,Gruppe A,Ecuador,5750,2,26.47826086956522,-4360769.230769231,-2.569227283027419,0.0
49337,WM06,Gruppe B,Schweden,3557,2,27.47826086956522,-20649693.36219336,-2.0231416847217165,0.9998877953124999
49337,WM06,Gruppe B,England,3299,2,25.304347826086957,20649693.36219336,0.6692182820759686,0.04988184296875
49336,WM06,Gruppe B,Paraguay,3581,2,26.565217391304348,1853948.1351981352,0.6397166757153485,
49336,WM06,Gruppe B,Trinidad,7149,0,28.869565217391305,-1853948.1351981352,-1.7755933527745609,
49318,WM06,Gruppe B,England,3299,2,25.26086956521739,30002794.289044287,0.9663693311800395,
49318,WM06,Gruppe B,Trinidad,7149,0,28.82608695652174,-30002794.289044287,-28.734763984428415,
49319,WM06,Gruppe B,Schweden,3557,1,27.47826086956522,7397655.122655123,0.7247809536600797,
49319,WM06,Gruppe B,Paraguay,3581,0,26.5,-7397655.122655123,-2.633469461139364,
31199,WM06,Gruppe B,England,3299,1,25.26086956521739,27291089.74358974,0.9110949420589148,3.8
31199,WM06,Gruppe B,Paraguay,3581,0,26.565217391304348,-27291089.74358974,-10.247953976506835,0.0
38116,WM06,Gruppe B,Trinidad,7149,0,28.82608695652174,-9297159.090909092,-8.900997280145061,
38116,WM06,Gruppe B,Schweden,3557,0,27.47826086956522,9297159.090909092,0.8990000732547067,
1126205,WM06,Gruppe C,Elfenbeinküste,3591,3,25.40909090909091,-1499999.999999999,-0.19848771266540632,
1126205,WM06,Gruppe C,Serbien-Montenegro,23380,2,28.214285714285715,1499999.999999999,0.16561514195583582,
49340,WM06,Gruppe C,Niederlande,3379,0,26.47826086956522,-550216.4502164498,-0.02830782251373898,1.0022499999999999
49340,WM06,Gruppe C,Argentinien,3437,0,26.130434782608695,550216.4502164498,0.02752854922812853,0.049875
1126204,WM06,Gruppe C,Argentinien,3437,6,26.217391304347824,10433379.953379955,0.5301432573124005,
1126204,WM06,Gruppe C,Serbien-Montenegro,23380,0,27.652173913043477,-10433379.953379955,-1.1283082887774678,
49323,WM06,Gruppe C,Niederlande,3379,2,26.47826086956522,10066904.761904761,0.5179273595884117,
49323,WM06,Gruppe C,Elfenbeinküste,3591,1,25.52173913043478,-10066904.761904761,-1.0743761752299639,
1126203,WM06,Gruppe C,Serbien-Montenegro,23380,0,27.608695652173914,-11609126.984126985,-1.3525196486361537,
1126203,WM06,Gruppe C,Niederlande,3379,1,26.47826086956522,11609126.984126985,0.5749238478923062,
38133,WM06,Gruppe C,Argentinien,3437,2,26.130434782608695,10850946.275946276,0.5304091054232059,3.8
38133,WM06,Gruppe C,Elfenbeinküste,3591,1,25.47826086956522,-10850946.275946276,-1.129513181683862,0.0
49345,WM06,Gruppe D,Iran,3582,1,26.47826086956522,971858.9743589747,0.42640978765293214,
49345,WM06,Gruppe D,Angola,3585,1,26.26086956521739,-971858.9743589747,-0.7434049230165738,
49344,WM06,Gruppe D,Portugal,3300,2,27.642857142857142,13664285.714285716,0.7240726722180166,
49344,WM06,Gruppe D,Mexiko,6303,1,26.785714285714285,-13664285.714285716,-2.6241426611796985,
49327,WM06,Gruppe D,Portugal,3300,2,27.91304347826087,17522727.272727273,0.8849015819576487,
49327,WM06,Gruppe D,Iran,3582,0,26.47826086956522,-17522727.272727273,-7.68821671929533,
49326,WM06,Gruppe D,Mexiko,6303,0,27.347826086956523,2780769.230769231,0.6802145074795372,
49326,WM06,Gruppe D,Angola,3585,0,26.217391304347824,-2780769.230769231,-2.127096204766108,
46379,WM06,Gruppe D,Mexiko,6303,3,27.347826086956523,1808910.256410256,0.4424843980305453,
46379,WM06,Gruppe D,Iran,3582,1,26.47826086956522,-1808910.256410256,-0.7936717761215015,
46380,WM06,Gruppe D,Angola,3585,0,26.217391304347824,-19293828.67132867,-14.758444997191688,0.95
46380,WM06,Gruppe D,Portugal,3300,1,27.91304347826087,19293828.67132867,0.9365419620921855,4.75
49334,WM06,Gruppe E,Tschechien,3445,0,28.52173913043478,-21872307.692307692,-1.92629225662218,1.9522499999999998
49334,WM06,Gruppe E,Italien,3376,2,28.26086956521739,21872307.692307692,0.658270633175136,1.902375
49335,WM06,Gruppe E,Ghana,3441,2,24.695652173913043,1329217.0329670324,0.2767657700173036,
49335,WM06,Gruppe E,USA,3505,1,28.347826086956523,-1329217.0329670324,-0.382677918914216,
49321,WM06,Gruppe E,Tschechien,3445,0,28.318181818181817,5264529.914529915,0.46698256254738435,
49321,WM06,Gruppe E,Ghana,3441,2,24.695652173913043,-5264529.914529915,-0.8761112296422731,
49320,WM06,Gruppe E,Italien,3376,1,28.26086956521739,29493927.738927737,0.8945768523755656,0.9974999999999999
49320,WM06,Gruppe E,USA,3505,1,28.304347826086957,-29493927.738927737,-8.485582839571995,0.0475
46382,WM06,Gruppe E,USA,3505,0,28.26086956521739,-7703846.153846154,-2.155617735686612,
46382,WM06,Gruppe E,Tschechien,3445,3,28.52173913043478,7703846.153846154,0.6831048359593479,
46381,WM06,Gruppe E,Italien,3376,2,28.217391304347824,26544696.96969697,0.805124080882353,
46381,WM06,Gruppe E,Ghana,3441,0,24.608695652173914,-26544696.96969697,-4.131470345478127,
49339,WM06,Gruppe F,Kroatien,3556,2,27.52173913043478,3127590.326340326,0.37530506523675855,
49339,WM06,Gruppe F,Australien,3433,2,27.956521739130434,-3127590.326340326,-0.6007813483856703,
49338,WM06,Gruppe F,Japan,3435,1,27.217391304347824,-31354029.304029305,-8.035532399258372,1.9001187499999999
49338,WM06,Gruppe F,Brasilien,3439,4,28.347826086956523,31354029.304029305,0.8893258354004597,1.90534375
49325,WM06,Gruppe F,Japan,3435,0,27.217391304347824,-4454615.384615385,-1.1416461310990638,0.0
49325,WM06,Gruppe F,Kroatien,3556,0,27.52173913043478,4454615.384615385,0.5330694527546371,0.95
49324,WM06,Gruppe F,Brasilien,3439,2,28.347826086956523,28892643.467643466,0.8619721516451293,0.285
49324,WM06,Gruppe F,Australien,3433,0,27.956521739130434,-28892643.467643466,-6.2449147901588065,0.95
46384,WM06,Gruppe F,Brasilien,3439,1,28.347826086956523,25162692.307692304,0.7506942053930006,
46384,WM06,Gruppe F,Kroatien,3556,0,27.52173913043478,-25162692.307692304,-3.0111382151240385,
46383,WM06,Gruppe F,Australien,3433,3,27.91304347826087,1183504.273504274,0.2452663088722391,0.0003621875
46383,WM06,Gruppe F,Japan,3435,1,27.217391304347824,-1183504.273504274,-0.3249706641633421,2.90464875
49343,WM06,Gruppe G,Schweiz,3384,2,25.304347826086957,2888403.2634032634,0.47321488242426557,
49343,WM06,Gruppe G,Südkorea,3589,0,26.0,-2888403.2634032634,-0.898307235029723,
49342,WM06,Gruppe G,Togo,3815,0,25.5,-23646634.615384616,-12.034499632982628,
49342,WM06,Gruppe G,Frankreich,3377,2,28.523809523809526,23646634.615384616,0.9232805226009911,
49329,WM06,Gruppe G,Togo,3815,0,25.47826086956522,-4324300.699300699,-2.4300825255436207,
49329,WM06,Gruppe G,Schweiz,3384,2,25.304347826086957,4324300.699300699,0.7084618248823288,
49328,WM06,Gruppe G,Frankreich,3377,1,28.565217391304348,22019047.61904762,0.8687510763883453,4.75
49328,WM06,Gruppe G,Südkorea,3589,1,26.0,-22019047.61904762,-6.6191101037814635,0.0
48801,WM06,Gruppe G,Südkorea,3589,2,26.0,1159527.9720279723,0.394529429843259,
48801,WM06,Gruppe G,Togo,3815,1,25.434782608695652,-1159527.9720279723,-0.6516079381713389,
46385,WM06,Gruppe G,Frankreich,3377,0,28.565217391304348,18930140.692640692,0.762653150207107,0.9573684375
46385,WM06,Gruppe G,Schweiz,3384,0,25.26086956521739,-18930140.692640692,-3.21324319607609,0.952386875
49347,WM06,Gruppe H,Ukraine,3699,1,27.285714285714285,8584523.80952381,0.7364174836601307,
49347,WM06,Gruppe H,Tunesien,3670,0,26.91304347826087,-8584523.80952381,-2.793878341728013,
49346,WM06,Gruppe H,Saudi-Arabien,3807,0,26.391304347826086,-27881227.106227104,-30.62391872862603,
49346,WM06,Gruppe H,Spanien,3375,1,25.714285714285715,27881227.106227104,0.9683783654840095,
49331,WM06,Gruppe H,Saudi-Arabien,3807,0,27.375,-10709821.42857143,-11.30537229029218,
49331,WM06,Gruppe H,Ukraine,3699,4,27.071428571428573,10709821.42857143,0.918734681372549,
